X1,X2,X3,X4
2.364864865,50.89217344,0.448706402,5.294117647
3.783783784,50.41718026,0.445274819,3.411764706
-0.067567568,51.67897464,0.072836685,5.807486631
2.5,52.09877284,0.505742947,4.096256684
2.22972973,48.6238342,0.184663709,3.197860963
12.7027027,50.83310608,0.210089843,10.0855615
1.418918919,50.51589855,0.299689266,5.122994652
2.22972973,52.93564221,0.260952242,3.711229947
5.202702703,54.51333515,0.597608701,2.385026738
4.391891892,54.40665394,0.379166198,1.35828877
0.810810811,48.45797655,-0.006106595,3.967914439
4.797297297,51.61450777,0.532726126,2.128342246
2.5,47.66583038,0.378446781,3.326203209
1.959459459,47.82241614,0.509779109,5.50802139
2.635135135,51.03163349,0.243226903,3.326203209
1.891891892,55.34622307,0.265434239,4.481283422
1.891891892,48.92386147,0.22025962,3.582887701
3.310810811,52.29086447,0.171906735,2.556149733
3.310810811,50.50013635,0.322470784,3.069518717
3.310810811,54.3408781,0.187463691,2.385026738
2.567567568,47.81330788,0.386157709,3.92513369
0.810810811,50.91726207,0.042587422,4.139037433
2.635135135,52.54753204,0.324706717,3.197860963
3.378378378,54.2304336,0.340506856,2.855614973
2.432432432,55.49206436,0.337095539,3.839572193
2.905405405,51.22776111,0.272638535,2.812834225
2.702702703,46.85808563,0.342996105,3.28342246
1.689189189,48.85655849,0.294633086,4.310160428
2.22972973,48.06593946,0.4515942,4.053475936
1.216216216,57.432997,0.181863727,4.951871658
2.77027027,49.53700573,0.07894328,2.470588235
1.013513514,52.90411781,0.053030781,4.267379679
1.013513514,50.32386147,0.296666366,5.336898396
1.283783784,53.48039269,0.058961744,3.754010695
-0.675675676,48.4791928,0.077970548,6.49197861
3.243243243,47.26735751,0.36653757,3.069518717
2.297297297,46.89757295,0.41121569,4.139037433
1.283783784,52.21199891,-0.038270924,3.839572193
3.243243243,50.63185165,0.343357502,3.069518717
0.405405405,50.15674939,-0.041945689,4.053475936
